learner_id,course_id,activity_type,study_duration_minutes,activity_date
L00589,C00209,add_to_wishlist,106,2026-01-03
L00001,C00373,like,222,2026-02-21
L00869,C00237,like,149,2026-02-24
L00303,C00151,add_to_wishlist,136,2025-09-22
L00374,C00488,like,104,2026-07-31
L00218,C00488,enroll,153,2026-07-16
L00020,C00412,complete,183,2026-07-27
L00580,C00107,like,25,2026-01-22
L00507,C00486,skip,97,2025-09-15
L00655,C00443,like,96,2026-05-31
L00397,C00250,like,114,2025-10-01
L00660,C00335,like,195,2026-02-01
L00919,C00324,skip,123,2025-10-15
L00831,C00149,add_to_wishlist,211,2026-01-15
L00572,C00049,like,57,2025-11-05
L00328,C00070,like,151,2025-12-28
L00383,C00119,complete,225,2025-11-18
L00155,C00482,add_to_wishlist,239,2025-10-22
L00452,C00010,like,221,2026-02-03
L00063,C00341,complete,31,2025-10-01
L00079,C00002,complete,165,2025-12-18
L00787,C00038,complete,153,2026-08-27
L00122,C00232,enroll,38,2025-09-04
L00316,C00404,enroll,143,2026-03-26
L00123,C00333,like,16,2026-02-04
L00606,C00126,skip,60,2026-03-30
L00821,C00262,like,55,2025-11-08
L00983,C00086,complete,185,2026-05-02
L00834,C00287,add_to_wishlist,94,2026-02-10
L00439,C00373,enroll,133,2026-02-04
L00585,C00395,enroll,199,2025-09-15
L00718,C00127,add_to_wishlist,167,2026-08-11
L00925,C00200,add_to_wishlist,114,2025-11-14
L00221,C00426,like,45,2025-09-23
L00202,C00205,enroll,14,2026-07-24
L00685,C00176,like,117,2026-06-20
L00606,C00282,enroll,142,2026-01-10
L00296,C00392,complete,114,2026-07-20
L00516,C00263,add_to_wishlist,164,2026-04-02
L00372,C00062,enroll,190,2025-09-15
L00609,C00146,like,228,2026-08-29
L00946,C00056,skip,38,2025-09-23
L00611,C00403,add_to_wishlist,10,2026-02-01
L00271,C00461,complete,169,2025-10-12
L00503,C00163,skip,166,2026-06-02
L00737,C00371,skip,104,2026-02-01
L00850,C00467,skip,227,2026-03-21
L00573,C00052,skip,240,2025-11-05
L00289,C00332,add_to_wishlist,205,2026-07-25
L00268,C00386,complete,11,2025-11-08
L00460,C00478,like,104,2025-09-26
L00487,C00260,like,172,2026-08-16
L00157,C00168,enroll,89,2026-08-09
L00138,C00457,enroll,154,2025-09-26
L00280,C00298,complete,84,2025-09-08
L00347,C00276,enroll,113,2025-10-23
L00506,C00405,complete,179,2026-05-19
L00722,C00367,complete,107,2026-03-05
L00495,C00114,enroll,64,2025-12-09
L00841,C00228,skip,128,2025-09-21
L00119,C00379,like,27,2025-09-25
L00134,C00349,skip,239,2026-02-24
L00553,C00380,like,145,2025-09-09
L00962,C00169,complete,203,2026-04-20
L00522,C00443,skip,203,2025-10-16
L00696,C00115,complete,118,2026-08-16
L00744,C00381,skip,47,2025-11-06
L00778,C00463,enroll,78,2026-01-27
L00519,C00209,enroll,0,2025-12-24
L00640,C00281,enroll,191,2025-11-27
L00160,C00107,add_to_wishlist,177,2026-05-21
L00929,C00437,like,138,2026-03-21
L00852,C00487,complete,15,2026-08-12
L00493,C00498,enroll,215,2026-08-06
L00454,C00393,add_to_wishlist,55,2026-02-17
L00316,C00019,add_to_wishlist,175,2025-11-21
L00016,C00276,add_to_wishlist,119,2026-08-01
L00327,C00435,like,158,2026-01-25
L00399,C00079,enroll,72,2025-11-10
L00626,C00434,add_to_wishlist,21,2026-01-27
L00063,C00223,enroll,224,2025-12-04
L00231,C00093,skip,72,2026-04-05
L00916,C00044,add_to_wishlist,66,2025-12-25
L00887,C00011,complete,183,2026-08-29
L00180,C00293,add_to_wishlist,95,2026-01-18
L00249,C00485,add_to_wishlist,207,2026-05-31
L00512,C00104,complete,99,2026-05-07
L00563,C00409,complete,177,2025-10-08
L00895,C00412,skip,135,2025-12-10
L00466,C00228,skip,240,2026-02-01
L00982,C00157,enroll,68,2026-07-26
L00299,C00041,complete,165,2026-05-19
L00768,C00498,add_to_wishlist,83,2025-10-10
L00124,C00235,complete,55,2026-05-28
L00005,C00142,enroll,168,2025-10-07
L00867,C00397,enroll,20,2025-09-07
L00968,C00246,like,72,2026-03-19
L00980,C00075,add_to_wishlist,15,2026-06-16
L00144,C00102,add_to_wishlist,181,2026-06-05
L00429,C00291,add_to_wishlist,164,2026-06-16
L00194,C00209,complete,167,2026-08-27
L00476,C00404,complete,139,2026-07-14
L00781,C00157,add_to_wishlist,194,2026-07-27
L00188,C00192,skip,154,2025-11-05
L00812,C00466,add_to_wishlist,207,2026-08-13
L00436,C00339,add_to_wishlist,48,2026-06-30
L00985,C00146,add_to_wishlist,116,2025-11-28
L00981,C00494,complete,96,2026-01-28
L00468,C00252,add_to_wishlist,39,2026-02-15
L00509,C00042,skip,2,2026-05-27
L00541,C00016,enroll,52,2026-05-22
L00127,C00013,add_to_wishlist,127,2025-10-03
L00769,C00154,enroll,181,2025-10-04
L00240,C00458,add_to_wishlist,84,2025-12-25
L00931,C00082,complete,219,2026-07-11
L00498,C00206,enroll,186,2026-04-21
L00395,C00333,complete,188,2025-11-02
L00369,C00227,like,143,2026-04-11
L00161,C00488,add_to_wishlist,230,2026-08-14
L00682,C00339,enroll,134,2026-05-22
L00619,C00273,enroll,118,2025-11-10
L00752,C00002,enroll,186,2026-01-06
L00835,C00227,add_to_wishlist,28,2026-07-22
L00769,C00031,enroll,36,2026-01-22
L00522,C00319,complete,85,2026-08-20
L00715,C00092,enroll,40,2025-11-24
L00534,C00241,like,233,2026-01-24
L00976,C00138,like,69,2026-07-22
L00306,C00332,enroll,98,2025-09-18
L00828,C00009,add_to_wishlist,175,2026-05-11
L00684,C00255,add_to_wishlist,213,2026-01-12
L00822,C00276,like,72,2026-04-30
L00476,C00081,add_to_wishlist,186,2025-12-14
L00278,C00251,add_to_wishlist,206,2026-03-03
L00176,C00466,like,203,2026-04-24
L00944,C00346,skip,192,2026-03-17
L00885,C00427,enroll,71,2026-08-17
L00321,C00358,skip,134,2026-03-20
L00694,C00284,add_to_wishlist,150,2026-08-26
L00714,C00364,add_to_wishlist,0,2026-07-15
L00036,C00403,skip,152,2026-08-10
L00973,C00344,enroll,227,2026-04-27
L00190,C00337,enroll,3,2026-06-24
L00745,C00339,skip,181,2026-07-14
L00391,C00422,like,18,2026-01-22
L00940,C00235,skip,56,2026-07-28
L00299,C00013,like,82,2026-01-19
L00735,C00289,add_to_wishlist,53,2026-01-02
L00357,C00134,like,170,2026-02-27
L00890,C00112,enroll,78,2026-05-03
L00359,C00001,enroll,93,2026-01-12
L00860,C00027,skip,199,2026-08-10
L00465,C00133,like,105,2026-05-01
L00909,C00275,enroll,41,2026-01-11
L00750,C00229,enroll,23,2025-12-06
L00561,C00187,complete,161,2026-08-31
L00066,C00069,add_to_wishlist,56,2026-08-18
L00503,C00434,complete,23,2026-05-06
L00208,C00185,complete,177,2026-07-31
L00333,C00115,like,141,2026-07-23
L00557,C00175,add_to_wishlist,164,2026-03-08
L00027,C00380,enroll,9,2026-04-22
L00670,C00403,skip,160,2026-01-18
L00923,C00440,complete,207,2025-12-17
L00638,C00243,like,205,2026-01-02
L00331,C00451,like,67,2026-03-26
L00774,C00498,skip,186,2026-02-01
L00931,C00021,complete,22,2026-04-09
L00424,C00130,add_to_wishlist,16,2026-08-18
L00788,C00490,enroll,130,2026-02-11
L00002,C00005,add_to_wishlist,237,2026-03-09
L00335,C00185,enroll,170,2025-11-13
L00056,C00201,enroll,187,2025-12-02
L00235,C00118,add_to_wishlist,162,2026-07-08
L00845,C00047,skip,39,2025-10-01
L00570,C00466,add_to_wishlist,36,2026-01-19
L00013,C00423,add_to_wishlist,76,2026-03-15
L00607,C00439,add_to_wishlist,1,2026-06-22
L00662,C00260,complete,0,2026-03-10
L00395,C00052,add_to_wishlist,60,2026-08-29
L00177,C00174,add_to_wishlist,5,2026-05-21
L00506,C00424,add_to_wishlist,144,2026-01-16
L00597,C00083,complete,5,2025-12-09
L00121,C00099,skip,192,2026-05-08
L00558,C00368,skip,190,2026-07-21
L00094,C00318,enroll,57,2026-07-26
L00335,C00076,skip,213,2026-08-23
L00047,C00380,complete,211,2026-01-24
L00876,C00351,enroll,2,2026-05-27
L00511,C00443,add_to_wishlist,60,2026-05-14
L00863,C00071,add_to_wishlist,127,2026-07-25
L00494,C00009,add_to_wishlist,234,2026-01-21
L00756,C00206,skip,142,2026-07-17
L00757,C00339,skip,195,2026-01-10
L00951,C00225,enroll,75,2026-07-01
L00470,C00279,add_to_wishlist,95,2025-10-23
L00132,C00394,like,126,2025-12-31
L00097,C00219,complete,148,2026-08-30
L00137,C00358,complete,236,2026-05-06
L00574,C00432,add_to_wishlist,82,2026-04-26
L00917,C00192,like,87,2026-06-10
L00837,C00114,add_to_wishlist,116,2026-02-15
L00425,C00240,like,161,2025-11-26
L00627,C00273,add_to_wishlist,104,2026-04-28
L00213,C00246,enroll,238,2025-12-06
L00127,C00206,complete,59,2025-09-11
L00180,C00463,skip,46,2026-07-15
L00756,C00377,enroll,76,2026-05-17
L00879,C00185,add_to_wishlist,65,2025-12-02
L00693,C00486,skip,141,2026-02-07
L00299,C00477,enroll,119,2026-01-21
L00401,C00491,skip,76,2026-01-11
L00867,C00384,skip,182,2026-04-12
L00205,C00403,complete,89,2026-02-22
L00511,C00076,skip,179,2026-07-14
L00411,C00232,skip,6,2026-04-07
L00311,C00231,skip,151,2026-08-22
L00818,C00386,enroll,24,2026-02-07
L00356,C00468,like,1,2025-12-26
L00411,C00149,complete,203,2025-11-20
L00163,C00197,enroll,121,2025-10-06
L00802,C00413,skip,98,2025-10-28
L00669,C00101,enroll,9,2026-03-16
L00680,C00192,enroll,94,2026-02-19
L00187,C00264,like,49,2026-07-11
L00070,C00062,complete,6,2026-03-08
L00446,C00243,complete,160,2026-08-24
L00603,C00159,complete,103,2025-09-11
L00253,C00403,enroll,231,2025-10-26
L00021,C00240,complete,94,2026-03-18
L00635,C00043,complete,30,2026-01-01
L00167,C00242,enroll,214,2026-04-25
L00300,C00363,add_to_wishlist,103,2026-06-11
L00916,C00266,skip,65,2026-03-17
L00550,C00070,add_to_wishlist,124,2026-08-21
L00215,C00449,add_to_wishlist,2,2025-11-14
L00147,C00058,skip,181,2025-09-27
L00099,C00397,like,196,2026-06-05
L00656,C00177,add_to_wishlist,58,2026-05-08
L00517,C00068,add_to_wishlist,65,2025-10-28
L00212,C00149,skip,50,2026-04-09
L00007,C00012,like,167,2025-12-10
L00132,C00081,complete,26,2026-04-24
L00147,C00216,like,54,2026-05-19
L00712,C00038,skip,171,2026-03-09
L00671,C00140,complete,105,2026-07-28
L00673,C00230,like,227,2026-05-25
L00683,C00243,add_to_wishlist,105,2025-10-24
L00724,C00138,like,65,2026-02-04
L00378,C00042,skip,139,2026-04-26
L00418,C00452,add_to_wishlist,96,2026-06-25
L00341,C00307,enroll,222,2025-09-08
L00525,C00450,complete,158,2025-10-06
L00499,C00459,like,129,2025-10-01
L00165,C00328,complete,84,2026-08-31
L00640,C00029,like,92,2026-04-21
L00974,C00247,skip,125,2026-07-17
L00926,C00257,complete,43,2026-06-05
L00063,C00026,like,97,2026-02-19
L00323,C00123,enroll,205,2026-02-21
L00878,C00252,enroll,28,2025-11-25
L00798,C00107,enroll,26,2025-11-17
L00997,C00083,like,84,2026-06-02
L00241,C00142,complete,29,2025-10-26
L00486,C00061,add_to_wishlist,65,2026-02-20
L00977,C00319,like,53,2026-04-07
L00349,C00406,complete,113,2025-11-13
L00772,C00278,complete,160,2025-11-06
L00295,C00171,complete,132,2026-05-15
L00581,C00433,add_to_wishlist,205,2026-05-20
L00455,C00144,like,51,2026-04-02
L00113,C00122,skip,51,2026-07-23
L00448,C00218,like,11,2026-07-23
L00825,C00278,add_to_wishlist,94,2025-12-15
L00884,C00427,like,169,2026-03-10
L00858,C00149,like,164,2025-10-28
L00973,C00384,like,34,2026-06-22
L00171,C00179,like,112,2026-06-13
L00463,C00449,skip,209,2026-06-25
L00533,C00127,skip,208,2026-03-22
L00136,C00197,skip,168,2026-03-14
L00793,C00447,enroll,130,2025-10-19
L00124,C00217,add_to_wishlist,152,2026-06-11
L00786,C00151,skip,239,2026-08-27
L00409,C00420,skip,40,2025-12-09
L00643,C00039,skip,173,2026-07-12
L00109,C00304,complete,11,2026-06-03
L00812,C00221,add_to_wishlist,219,2026-02-20
L00055,C00097,skip,12,2026-04-23
L00159,C00152,like,48,2025-09-10
L00705,C00460,skip,106,2025-09-19
L00018,C00456,like,20,2026-04-29
L00156,C00285,complete,104,2026-03-15
L00779,C00370,enroll,56,2025-09-30
L00966,C00218,complete,152,2025-12-23
L00586,C00350,add_to_wishlist,165,2026-03-14
L00464,C00402,add_to_wishlist,46,2026-06-17
L00358,C00170,like,112,2026-07-18
L00594,C00134,enroll,163,2025-12-14
L00176,C00133,enroll,162,2026-02-24
L00341,C00117,skip,176,2025-12-22
L00553,C00293,enroll,211,2026-07-02
L00021,C00376,enroll,75,2026-01-08
L00287,C00112,enroll,197,2026-01-08
L00935,C00401,like,20,2026-06-01
L00006,C00463,complete,19,2025-12-30
L00387,C00450,add_to_wishlist,22,2025-09-26
L00891,C00300,enroll,119,2025-11-17
L00481,C00333,complete,219,2026-01-21
L00221,C00021,skip,232,2026-08-16
L00235,C00403,like,217,2026-07-27
L00689,C00421,enroll,135,2026-04-25
L00501,C00445,add_to_wishlist,106,2025-10-03
L00105,C00356,skip,168,2025-09-17
L00786,C00203,complete,79,2025-11-25
L00228,C00360,skip,227,2026-07-19
L00643,C00160,complete,156,2025-09-27
L00408,C00401,skip,94,2026-04-02
L00573,C00114,like,108,2026-07-15
L00899,C00206,complete,72,2026-01-31
L00281,C00336,skip,168,2026-04-01
L00045,C00183,like,144,2026-04-27
L00842,C00196,complete,152,2025-12-12
L00552,C00394,enroll,165,2025-11-05
L00189,C00398,skip,229,2026-04-17
L00429,C00299,skip,11,2025-10-06
L00455,C00086,complete,54,2026-07-28
L00148,C00196,enroll,235,2025-10-17
L00071,C00443,complete,194,2025-11-01
L00442,C00448,add_to_wishlist,227,2026-06-20
L00315,C00192,add_to_wishlist,218,2026-03-31
L00178,C00042,complete,180,2025-10-12
L00681,C00318,add_to_wishlist,178,2025-09-12
L00950,C00068,enroll,98,2026-05-23
L00806,C00309,add_to_wishlist,240,2025-09-25
L00116,C00232,add_to_wishlist,66,2026-02-05
L00903,C00327,enroll,180,2026-06-20
L00920,C00445,enroll,228,2026-04-03
L00866,C00011,skip,167,2025-09-08
L00208,C00422,complete,182,2026-06-29
L00223,C00139,enroll,121,2026-05-28
L00846,C00320,skip,225,2026-03-06
L00403,C00335,like,10,2025-11-13
L00438,C00423,enroll,205,2025-10-24
L00412,C00154,enroll,138,2025-10-30
L00141,C00328,skip,112,2026-01-24
L00857,C00099,like,146,2026-01-17
L00443,C00449,enroll,240,2026-06-19
L00451,C00337,enroll,185,2026-07-14
L00758,C00338,like,130,2025-12-28
L00334,C00460,complete,94,2025-10-17
L00585,C00437,add_to_wishlist,59,2026-02-11
L00058,C00053,like,8,2026-08-03
L00265,C00186,add_to_wishlist,78,2025-09-10
L00566,C00339,add_to_wishlist,156,2026-05-09
L00189,C00325,like,140,2026-02-19
L00303,C00005,enroll,204,2025-09-06
L00762,C00495,add_to_wishlist,55,2026-06-11
L00776,C00162,like,75,2026-02-16
L00549,C00362,complete,83,2025-12-10
L00476,C00195,complete,11,2025-09-06
L00999,C00002,like,195,2025-10-13
L00397,C00383,skip,233,2026-06-05
L00374,C00449,skip,138,2025-09-26
L00220,C00316,skip,102,2026-06-22
L00646,C00382,skip,197,2026-04-15
L00820,C00493,complete,52,2026-05-12
L00613,C00039,complete,123,2026-01-09
L00882,C00485,like,124,2026-03-23
L00272,C00035,skip,192,2026-04-27
L00801,C00399,add_to_wishlist,152,2025-12-01
L00548,C00404,skip,77,2025-11-25
L00645,C00284,like,89,2025-12-04
L00522,C00117,add_to_wishlist,127,2025-11-11
L00108,C00451,like,12,2026-03-26
L00989,C00364,add_to_wishlist,5,2026-02-02
L00989,C00063,skip,5,2025-10-30
L00267,C00298,add_to_wishlist,112,2025-11-25
L00913,C00296,skip,48,2026-01-07
L00949,C00258,like,112,2025-09-24
L00570,C00496,add_to_wishlist,171,2026-06-25
L00827,C00488,add_to_wishlist,79,2025-11-25
L00112,C00251,like,125,2025-09-30
L00855,C00343,complete,108,2025-12-20
L00718,C00376,add_to_wishlist,87,2026-08-30
L00519,C00198,add_to_wishlist,78,2026-06-11
L00903,C00405,skip,5,2026-07-25
L00742,C00159,enroll,104,2026-03-24
L00249,C00262,complete,30,2026-03-24
L00702,C00273,like,47,2025-12-28
L00929,C00427,enroll,75,2025-12-27
L00830,C00182,like,238,2026-06-22
L00979,C00387,complete,24,2026-01-30
L00586,C00099,enroll,178,2026-01-06
L00895,C00099,enroll,168,2025-12-22
L00693,C00486,enroll,0,2025-09-22
L00120,C00265,like,36,2026-01-08
L00232,C00042,enroll,160,2026-04-06
L00307,C00158,skip,222,2026-09-01
L00549,C00388,complete,107,2026-02-08
L00622,C00453,add_to_wishlist,104,2025-10-10
L00702,C00085,add_to_wishlist,113,2026-05-09
L00501,C00159,skip,116,2026-05-29
L00845,C00226,skip,196,2026-03-15
L00521,C00335,add_to_wishlist,55,2026-07-31
L00381,C00479,like,200,2026-04-26
L00497,C00186,complete,236,2026-07-04
L00304,C00255,add_to_wishlist,199,2026-04-10
L00868,C00367,add_to_wishlist,97,2026-04-02
L00983,C00425,skip,239,2026-07-04
L00275,C00371,add_to_wishlist,6,2025-12-07
L00081,C00305,add_to_wishlist,201,2026-03-06
L00724,C00177,enroll,184,2026-01-05
L00910,C00321,complete,84,2025-09-20
L00808,C00270,skip,237,2026-08-20
L00920,C00251,complete,28,2026-02-13
L00709,C00339,skip,127,2025-11-26
L00937,C00324,complete,194,2025-10-19
L00776,C00242,add_to_wishlist,124,2026-06-17
L00002,C00003,add_to_wishlist,203,2025-11-27
L00519,C00147,enroll,23,2026-03-05
L00771,C00281,add_to_wishlist,21,2026-06-30
L00941,C00139,complete,65,2026-01-18
L00165,C00303,skip,168,2025-09-27
L00296,C00078,add_to_wishlist,10,2025-12-25
L00999,C00091,add_to_wishlist,111,2026-01-09
L00823,C00370,like,43,2026-04-03
L00980,C00430,complete,10,2026-08-15
L00021,C00367,like,71,2026-01-31
L00615,C00124,skip,210,2026-07-28
L00420,C00366,complete,8,2025-09-18
L00840,C00272,skip,88,2026-07-30
L00098,C00308,skip,36,2026-03-02
L00658,C00347,add_to_wishlist,201,2026-07-08
L00776,C00107,add_to_wishlist,227,2026-01-07
L00896,C00307,skip,134,2026-05-01
L00133,C00420,like,7,2026-07-14
L00306,C00351,add_to_wishlist,115,2025-12-17
L00028,C00396,like,4,2026-02-14
L00986,C00431,complete,38,2026-02-23
L00840,C00001,enroll,106,2026-03-17
L00898,C00023,add_to_wishlist,63,2026-04-15
L00077,C00459,add_to_wishlist,165,2025-11-19
L00148,C00434,add_to_wishlist,118,2026-05-31
L00364,C00319,complete,157,2025-10-29
L00844,C00012,complete,134,2025-11-12
L00883,C00344,skip,80,2026-06-14
L00645,C00050,add_to_wishlist,51,2026-01-29
L00462,C00354,like,41,2026-01-20
L00949,C00452,complete,17,2026-05-12
L00359,C00420,add_to_wishlist,112,2025-09-13
L00333,C00241,add_to_wishlist,195,2025-10-09
L00139,C00399,skip,157,2026-08-11
L00559,C00169,enroll,32,2026-04-28
L00242,C00285,skip,199,2026-01-20
L00802,C00135,add_to_wishlist,105,2026-04-14
L00504,C00473,like,152,2026-03-21
L00572,C00404,complete,13,2026-05-24
L00834,C00327,complete,11,2026-06-24
L00732,C00064,enroll,160,2025-11-30
L00935,C00212,like,121,2025-10-22
L00665,C00322,skip,145,2026-08-04
L00960,C00341,add_to_wishlist,219,2026-05-12
L00875,C00220,enroll,222,2025-10-27
L00203,C00408,complete,46,2026-02-28
L00834,C00460,enroll,97,2026-08-04
L00853,C00082,add_to_wishlist,26,2026-01-20
L00843,C00328,add_to_wishlist,44,2026-05-08
L00384,C00427,skip,4,2026-02-16
L00905,C00066,add_to_wishlist,154,2025-09-21
L00980,C00081,skip,118,2026-02-03
L00371,C00392,complete,187,2026-03-18
L00553,C00499,complete,97,2026-01-29
L00675,C00235,enroll,217,2026-01-19
L00535,C00430,complete,41,2026-05-09
L00345,C00429,complete,119,2026-08-02
L00405,C00309,like,167,2026-03-25
L00379,C00084,skip,111,2025-09-16
L00807,C00399,enroll,193,2026-04-07
L00703,C00477,add_to_wishlist,239,2026-01-07
L00842,C00324,enroll,194,2026-08-09
L00436,C00113,complete,154,2026-05-22
L00819,C00149,complete,223,2026-04-29
L00670,C00160,like,219,2026-08-08
L00989,C00253,like,233,2025-11-26
L00997,C00297,skip,229,2026-08-22
L00556,C00022,complete,49,2025-12-11
L00777,C00495,complete,21,2025-12-05
L00066,C00062,like,154,2025-09-30
L00774,C00081,add_to_wishlist,120,2025-09-13
L00752,C00278,skip,117,2025-11-07
L00593,C00199,enroll,218,2026-04-10
L00311,C00233,like,145,2026-05-20
L00551,C00288,enroll,31,2026-03-31
L00984,C00064,add_to_wishlist,196,2025-09-30
L00573,C00067,skip,81,2026-01-27
L00466,C00234,add_to_wishlist,94,2026-07-28
L00510,C00275,like,200,2025-10-09
L00761,C00013,complete,7,2026-04-22
L00252,C00145,skip,52,2025-11-18
L00360,C00455,skip,126,2026-08-28
L00657,C00327,skip,175,2025-11-12
L00519,C00052,complete,126,2026-08-01
L00102,C00349,complete,155,2025-11-18
L00433,C00469,complete,192,2026-01-21
L00553,C00189,add_to_wishlist,206,2025-10-17
L00181,C00477,skip,67,2026-04-08
L00148,C00026,like,56,2026-05-11
L00051,C00197,like,43,2025-10-26
L00578,C00117,skip,99,2025-11-07
L00385,C00468,like,102,2026-04-29
L00420,C00199,complete,28,2026-08-01
L00660,C00006,enroll,118,2026-01-03
L00922,C00258,complete,71,2026-07-19
L00768,C00288,add_to_wishlist,142,2026-04-22
L00072,C00377,skip,202,2026-08-15
L00405,C00236,like,160,2026-08-20
L00262,C00220,complete,108,2025-10-06
L00165,C00027,enroll,140,2026-06-21
L00013,C00497,skip,132,2025-09-27
L00314,C00250,like,81,2026-08-08
L00733,C00304,enroll,184,2025-12-03
L00752,C00236,enroll,222,2026-01-27
L00214,C00316,add_to_wishlist,233,2025-11-10
